PathID	ReceptorRound	LigandRound	SBGN-Inhibition	ReceptorSquare	LigandSquare	Receptor	mim-covalent-bond	mim-gap	mim-translocation	SBGN-Production	mim-branching-left	mim-branching-right	SBGN-Catalysis	mim-cleavage	mim-necessary-stimulation	mim-modification	TBar	mim-transcription-translation	mim-binding	mim-inhibition	mim-stimulation	mim-catalysis	mim-conversion	Arrow
WP4155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	10	0	0	5	20
WP4861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	3	5	8	24
WP2197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	31	8	20	25
WP1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	5	0	0	2	0	22
WP5333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	53	19	48
WP5396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	23	7
WP4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	10	0	0	1
WP5440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0
WP4239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	13	5	10	0	9	9	30
WP581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11
WP673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	12	0	0	0	0	71
WP3853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	12
WP5235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	0	5
WP5276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	0
WP697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	34	16
WP2881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
WP712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	36
WP3996	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	14	23	2
WP4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	10
WP5275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	17	20	9
WP5030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0
WP405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
WP3297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	19
WP3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0
WP410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5
WP2805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16
WP2870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
WP4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	18
WP5218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	10	0	8	9	24	0	14	59
WP4400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
WP3850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	33
WP5108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	11	11	7
WP5109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	9	9	3
WP5110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	8	8	8
WP5111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	13	12	7
WP5112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	12	11	6
WP5102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	4	5	10	3
WP2879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
WP5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2
WP314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	47
WP143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	35	24
WP357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	23
WP206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1
WP5061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	17	0
WP5323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	36	15	26
WP4553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4
WP2816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0
WP5318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3	24	4	3	35
WP4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	16	7	28	9	40
WP4790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	29	12	2	20	0
WP4767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1	15	10
WP5428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
WP4136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	7	4	24
WP4238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	123	0
WP4966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	6	0
WP1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	18	20	12
WP3932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	3	0	0	0	71
WP306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	70
WP1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	13	17
WP176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	50	26	25	135
WP2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	2	39
WP5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	1	1	1
WP5063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	6	8	0	0	2
WP4549	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	13	0	38	35	12	17	23	19	19
WP5091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
WP3407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4
WP524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28
WP45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	5	0	18
WP35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	22
WP4157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	27	6
WP4159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	3	26	5	7	25
WP4970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	5	6	0	11	99
WP4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0
WP5299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	28	0
WP1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	34
WP2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	1	6
WP2361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	59
WP2363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	38
WP4659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	0	6	0	0	0	152
WP4830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	6	7	0	0	2
WP5143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	7	0	0	0	272
WP2854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	21
WP5033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP4823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WP4536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
WP5269	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	5	3	20	8	9	1
WP2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
WP2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	22	35	0	0	8
WP5280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	44	1
WP2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11
WP661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
WP5211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	0	12
WP698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10
WP100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
WP4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	47	3
WP2533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	113	12
WP5028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	16	7
WP1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	22
WP500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	2	14
WP534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	35	35	14
WP5049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	1	1	0
WP4815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	23	45	4
WP5395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	29	3
WP5292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	20	7
WP4521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	27	32	5
WP5166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	15	27
WP5437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18
WP455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6
WP334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
WP501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP4941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	14	8	2	16
WP3958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
WP5385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	25	0	0	0
WP3627	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1
WP3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	13
WP2840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35	2	0	1	91
WP2839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	34
WP5426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	42	16	8	9	1	0
WP4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35	0	0	5	33
WP1591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	32
WP4249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	1	0	18
WP47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
WP2849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11
WP3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	26
WP561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	16
WP5169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	19	17
WP4666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	12	0	2	15	89
WP3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	57
WP313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	29
WP4206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	6	0	35
WP2645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	1
WP3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3
WP2456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16
WP4860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
WP4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	3
WP4541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	13	0	0	0	13
WP4537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
WP4540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	15
WP5231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	31
WP2369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	24	0
WP186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
WP4194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
WP4864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	1	1	0
WP4863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	9
WP4880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	31	15	0	0	2
WP4877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	38	0	0	0
WP516	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
WP3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	16
WP3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	7
WP2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
WP53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
WP5414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	9	1
WP4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	7
WP2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	0	29
WP4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	155
WP5422	0	0	0	0	0	0	0	0	0	0	19	19	0	2	0	0	0	13	0	1	0	0	21	23
WP195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	80
WP5347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	13	14
WP49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	59
WP286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
WP395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	0	0	0	73
WP127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	36
WP205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	22
WP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
WP2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
WP364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	59
WP3640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	11
WP5285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	24
WP4197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	22
WP5120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	38	0	2	5
WP5336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12
WP5198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	61	0	8	14
WP453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
WP4844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	11	9	24	6
WP1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
WP4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19
WP3414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20
WP3635	0	0	1	0	0	0	0	0	0	34	0	0	49	0	0	0	0	0	0	0	0	0	0	0
WP3634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	16
WP1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	13	33	0	0	0
WP185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	37
WP4559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	1	16
WP3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9
WP5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	6	17	0	5	2
WP2916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	30	9	1	0	0	35
WP2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	51
WP2637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
WP3656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5
WP4856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
WP4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
WP229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	5
WP5152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	10
WP5172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	4	0	0	12	7	31
WP2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	12	4
WP5311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	80	1
WP5358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	4	15	0	0	1
WP4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	8	10	4	4	5
WP5074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	11	6	13	1	8	23
WP5360	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	7	4	10	6	5	2
WP3933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	0
WP4742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	10	16
WP311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14
WP5089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6
WP4871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	20	3	13	0
WP304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	81
WP5351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	4	4	2
WP4236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	18	30	9
WP5044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	17	12	25	12
WP5239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
WP5314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	29
WP5303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0
WP4299	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	4	4	1
WP5272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	6	0	0	1
WP4904	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
WP3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9
WP3934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	9
WP2034	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	8	0	5	0	0	15	95
WP3299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
WP4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	27	26
WP4542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9
WP5171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	22	12
WP2646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0
WP4853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	3	0	6	12	7
WP5137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0
WP5149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	3	4	0
WP3965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	9	12	3
WP3601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	3	1
WP4010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	33
WP2874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
WP3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	13
WP4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	27	0	1	4	13
WP4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
WP3624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10
WP5146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2
WP5353	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	0	1	32	0	1	0	0	2	116
WP4146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP4589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	11	5	6	4
WP4673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	5	12	9	13	7
WP5320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27	27	0
WP4842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	2	16
WP2813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	15
WP2815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
WP2817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	59
WP2814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
WP4872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	3
WP3849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	7
WP422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	24
WP4928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	1	0
WP382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	9	13	1	2	0	73
WP5236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	45
WP129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP4829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	18
WP4630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	11	26	0	2	3	55
WP4534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	6	0	0	0	0
WP3584	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	15	13	1	2	24
WP4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0
WP4685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	8	0	0	0	29
